pl_hostname,pl_name,pl_discmethod,pl_orbper,st_dist,st_mass,st_rad,pl_rade,pl_trandur,pl_tranmid,pl_facility
Kepler-1503,Kepler-1503 b,Transit,96.16987,850,0.77,0.74,2.27,0.31129,2455003.25681,Kepler
Kepler-587,Kepler-587 b,Transit,10.94027841,852,0.92,0.89,2.23,0.095283,2455003.30652,Kepler
Kepler-634,Kepler-634 b,Transit,5.16950177,757,1.03,1.24,1.89,0.18779,2455003.31319,Kepler
Kepler-546,Kepler-546 b,Transit,4.14702026,896,1.11,1.15,7,0.120704,2455003.326066,Kepler
Kepler-680,Kepler-680 b,Transit,3.68992629,1342,1.08,1.11,2.42,0.109525,2455003.36461,Kepler
Kepler-618,Kepler-618 b,Transit,3.59576964,1115,1.05,1.08,2.6,0.138538,2455003.36964,Kepler
Kepler-656,Kepler-656 b,Transit,1.26025909,867,0.86,0.82,3.12,0.078092,2455003.408854,Kepler
Kepler-740,Kepler-740 b,Transit,3.58410122,1262,0.91,0.87,4.57,0.114354,2455003.427911,Kepler
Kepler-554,Kepler-554 b,Transit,1.90220856,642,0.93,0.92,4.29,0.0919888,2455003.44979,Kepler
Kepler-617,Kepler-617 b,Transit,1.68269615,150,0.51,0.48,1.32,0.0575,2455003.452972,Kepler
Kepler-536,Kepler-536 b,Transit,1.8270823,446,0.92,0.89,3.1,0.0815275,2455003.525764,Kepler
Kepler-688,Kepler-688 b,Transit,3.89593684,1247,0.98,0.96,9.76,0.097454,2455003.527525,Kepler
Kepler-558,Kepler-558 b,Transit,29.00790538,652,0.85,0.81,2.37,0.201079,2455003.55405,Kepler
Kepler-684,Kepler-684 b,Transit,6.77030201,1066,0.89,0.86,3.36,0.080825,2455003.57697,Kepler
Kepler-638,Kepler-638 b,Transit,6.07972888,426,0.88,0.93,1.83,0.305962,2455003.58397,Kepler
Kepler-630,Kepler-630 b,Transit,161.4743937,657,1.02,1.04,3.18,0.44158,2455003.60316,Kepler
Kepler-686,Kepler-686 b,Transit,1.59474546,1203,0.94,0.92,12.15,0.081504,2455003.648322,Kepler
Kepler-731,Kepler-731 b,Transit,3.85560355,1311,1.03,1.06,13.88,0.1337371,2455003.678886,Kepler
Kepler-674,Kepler-674 b,Transit,2.24338185,302,0.6,0.57,1.69,0.042521,2455003.678894,Kepler
Kepler-639,Kepler-639 b,Transit,10.21420496,680,1.14,1.29,2.38,0.243992,2455003.7036,Kepler
Kepler-611,Kepler-611 b,Transit,2.4370333,906,1.01,1.01,1.65,0.13337,2455003.73724,Kepler
Kepler-739,Kepler-739 b,Transit,12.53248465,1128,0.93,0.9,3.32,0.167075,2455003.76497,Kepler
Kepler-599,Kepler-599 b,Transit,15.65562652,627,0.83,0.79,2.84,0.171146,2455003.78357,Kepler
Kepler-532,Kepler-532 b,Transit,12.92491623,325,0.87,0.79,2.57,0.109271,2455003.785885,Kepler
Kepler-592,Kepler-592 b,Transit,2.82019241,1034,1.04,1.04,2.39,0.104487,2455003.787613,Kepler
Kepler-642,Kepler-642 b,Transit,4.41745855,1022,1.4,1.66,2.9,0.123179,2455003.79162,Kepler
Kepler-707,Kepler-707 b,Transit,2.23749275,626,0.8,0.76,1.33,0.076004,2455003.81745,Kepler
Kepler-685,Kepler-685 b,Transit,1.6255222,1145,1.11,1.16,10.58,0.0994937,2455003.826671,Kepler
Kepler-525,Kepler-525 b,Transit,18.68404933,566,0.95,1.15,2.63,0.28779,2455003.83222,Kepler
Kepler-633,Kepler-633 b,Transit,8.50340718,634,1.02,1.15,1.63,0.118108,2455003.86761,Kepler
Kepler-62,Kepler-62 b,Transit,5.714932,368,0.69,0.64,1.31,0.0963,2455003.9189,Kepler
Kepler-644,Kepler-644 b,Transit,3.1739171,1413,1.49,1.81,3.15,0.146108,2455003.92435,Kepler
Kepler-701,Kepler-701 b,Transit,10.35533177,755,0.88,0.84,2.84,0.142817,2455003.93685,Kepler
Kepler-729,Kepler-729 b,Transit,3.16635371,1271,0.94,0.91,3.58,0.137662,2455003.965873,Kepler
Kepler-670,Kepler-670 b,Transit,2.81650485,980,0.99,0.99,13.18,0.1043842,2455003.967687,Kepler
Kepler-1204,Kepler-1204 b,Transit,85.7350285,1282,1.03,1.03,3.05,0.31071,2455003.98553,Kepler
Kepler-722,Kepler-722 b,Transit,4.09357325,1375,1.03,1.05,2.63,0.095233,2455004.00987,Kepler
Kepler-586,Kepler-586 b,Transit,2.10472218,707,0.94,0.92,2.79,0.073229,2455004.043939,Kepler
Kepler-553,Kepler-553 b,Transit,4.03046804,725,0.92,0.85,4.63,0.116733,2455004.092197,Kepler
Kepler-568,Kepler-568 b,Transit,11.02347475,126,0.55,0.53,2.26,0.05921,2455004.114802,Kepler
Kepler-694,Kepler-694 b,Transit,6.36584161,1023,0.97,0.95,2.8,0.123738,2455004.13543,Kepler
Kepler-564,Kepler-564 b,Transit,3.75083228,830,0.95,0.92,4.63,0.0816304,2455004.151847,Kepler
Kepler-590,Kepler-590 b,Transit,5.85296257,986,1.1,1.15,4.02,0.191679,2455004.182276,Kepler
Kepler-629,Kepler-629 b,Transit,7.2385854,383,0.93,0.84,1.38,0.129454,2455004.219,Kepler
Kepler-585,Kepler-585 b,Transit,2.75235975,604,0.96,0.93,2.83,0.088142,2455004.259749,Kepler
Kepler-537,Kepler-537 b,Transit,3.24755522,465,1.07,0.99,1.41,0.103483,2455004.27746,Kepler
Kepler-724,Kepler-724 b,Transit,3.31494634,862,0.9,0.86,3.29,0.071121,2455004.313373,Kepler
Kepler-530,Kepler-530 b,Transit,39.30941904,464,0.97,0.89,3.01,0.240967,2455004.334643,Kepler
Kepler-666,Kepler-666 b,Transit,4.49876092,1330,1.03,1.05,2.4,0.159617,2455004.3511,Kepler
Kepler-696,Kepler-696 b,Transit,4.19042557,1285,1.06,1.08,6.14,0.118346,2455004.441249,Kepler
Kepler-720,Kepler-720 b,Transit,4.70832654,880,0.95,0.92,8.41,0.1322729,2455004.44652,Kepler
Kepler-508,Kepler-508 b,Transit,25.30889748,325,1.16,1.25,1.64,0.236788,2455004.50636,Kepler
Kepler-534,Kepler-534 b,Transit,15.95994513,473,1.05,0.98,2.24,0.181888,2455004.52201,Kepler
Kepler-662,Kepler-662 b,Transit,21.67697486,641,0.79,0.74,2.18,0.130263,2455004.5375,Kepler
Kepler-612,Kepler-612 b,Transit,3.72215641,932,0.98,0.96,2.84,0.082963,2455004.560286,Kepler
Kepler-664,Kepler-664 b,Transit,2.52559332,1386,1.01,1.02,2.66,0.066175,2455004.59513,Kepler
Kepler-661,Kepler-661 b,Transit,6.02930132,558,0.7,0.67,3.07,0.065825,2455004.60329,Kepler
Kepler-614,Kepler-614 b,Transit,14.03491514,571,0.85,0.81,2.39,0.149146,2455004.60509,Kepler
Kepler-668,Kepler-668 b,Transit,8.35390639,877,0.87,0.82,2.7,0.094633,2455004.63264,Kepler
Kepler-727,Kepler-727 b,Transit,5.15448442,892,0.89,0.86,2.53,0.120275,2455004.63928,Kepler
Kepler-593,Kepler-593 b,Transit,21.21708973,1016,1.08,1.1,2.87,0.223513,2455004.651,Kepler
Kepler-589,Kepler-589 b,Transit,16.54964934,643,0.88,0.83,2.27,0.166846,2455004.69418,Kepler
Kepler-721,Kepler-721 b,Transit,5.39202539,848,0.82,0.78,2.64,0.12421,2455004.727421,Kepler
Kepler-650,Kepler-650 b,Transit,3.03214559,805,1.08,1.35,2.96,0.153183,2455004.734756,Kepler
Kepler-663,Kepler-663 b,Transit,4.99678284,1030,0.86,0.82,2.6,0.0871,2455004.74158,Kepler
Kepler-675,Kepler-675 b,Transit,2.33743801,651,0.79,0.75,2.44,0.08392,2455004.761824,Kepler
Kepler-616,Kepler-616 b,Transit,9.99761851,1019,0.98,0.97,2.43,0.135121,2455004.78774,Kepler
Kepler-673,Kepler-673 b,Transit,3.72873109,978,0.88,0.84,6.54,0.111392,2455004.793449,Kepler
Kepler-671,Kepler-671 b,Transit,4.28095859,1139,0.97,0.95,2.69,0.119804,2455004.89742,Kepler
Kepler-704,Kepler-704 b,Transit,3.76182115,1054,0.97,0.96,2.61,0.141275,2455004.90371,Kepler
Kepler-603,Kepler-603 b,Transit,21.05358596,967,1.01,1.01,2.65,0.3006,2455004.92433,Kepler
Kepler-641,Kepler-641 b,Transit,9.48961571,673,1.02,1.13,1.85,0.147008,2455004.92913,Kepler
Kepler-697,Kepler-697 b,Transit,3.70987065,1091,0.92,0.88,4.13,0.129,2455004.987861,Kepler
Kepler-736,Kepler-736 b,Transit,3.60147201,1007,0.86,0.81,2.93,0.10508,2455004.99099,Kepler
Kepler-526,Kepler-526 b,Transit,5.45849832,504,1.15,1.14,1.99,0.168108,2455005.0888,Kepler
Kepler-708,Kepler-708 b,Transit,3.16789194,1241,0.97,0.96,2.93,0.091146,2455005.148586,Kepler
Kepler-619,Kepler-619 b,Transit,5.4042722,1111,1.09,1.11,3.16,0.103117,2455005.185543,Kepler
Kepler-717,Kepler-717 b,Transit,4.40840023,1126,0.88,0.85,2.42,0.20554,2455005.1893,Kepler
Kepler-624,Kepler-624 b,Transit,14.58649607,731,1.1,1.18,2.31,0.168304,2455005.2223,Kepler
Kepler-710,Kepler-710 b,Transit,4.34728553,919,0.94,0.91,1.88,0.086413,2455005.23404,Kepler
Kepler-514,Kepler-514 b,Transit,5.65179605,489,1.28,1.44,1.72,0.122038,2455005.27893,Kepler
Kepler-570,Kepler-570 b,Transit,4.301662,642,0.93,0.9,2.45,0.086246,2455005.310292,Kepler
Kepler-598,Kepler-598 b,Transit,3.70175428,686,0.87,0.86,1.5,0.109425,2455005.4504,Kepler
Kepler-40,Kepler-40 b,Transit,6.87349,2700,1.48,2.13,13.11,0.2858,2455005.5198,Kepler
Kepler-550,Kepler-550 b,Transit,8.60010411,563,0.87,0.83,4.42,0.167713,2455005.528619,Kepler
Kepler-627,Kepler-627 b,Transit,40.6994443,1143,1.3,1.49,3.73,0.30033,2455005.56683,Kepler
Kepler-33,Kepler-33 f,Transit,41.02902,1113,1.29,1.82,4.46,0.4113,2455005.5763,Kepler
Kepler-716,Kepler-716 b,Transit,10.37168453,675,0.83,0.78,2.9,0.126996,2455005.61796,Kepler
Kepler-506,Kepler-506 b,Transit,6.8834055,231,1.19,1.19,2.73,0.086046,2455005.662603,Kepler
Kepler-652,Kepler-652 b,Transit,4.18200253,423,0.97,0.88,2.49,0.092354,2455005.789509,Kepler
Kepler-672,Kepler-672 b,Transit,38.3774623,1011,0.95,0.92,2.5,0.2312,2455005.81951,Kepler
Kepler-548,Kepler-548 b,Transit,4.45419434,776,0.93,0.9,11.99,0.096658,2455005.820206,Kepler
Kepler-535,Kepler-535 b,Transit,4.90332155,678,1.18,1.27,2.36,0.119579,2455005.900713,Kepler
Kepler-583,Kepler-583 b,Transit,6.5100253,805,0.94,0.91,2.28,0.138758,2455005.91594,Kepler
Kepler-1658,Kepler-1658 b,Transit,3.84937278,806.07,1.45,2.89,11.994,0.1083333,2455005.9241,Kepler
Kepler-580,Kepler-580 b,Transit,8.22241966,333,0.67,0.64,2.57,0.112687,2455005.955999,Kepler
Kepler-574,Kepler-574 b,Transit,7.65880414,747,0.95,0.91,2.39,0.1274,2455006.03902,Kepler
Kepler-531,Kepler-531 b,Transit,29.88485741,254,0.78,0.75,2.78,0.190033,2455006.194425,Kepler
Kepler-571,Kepler-571 b,Transit,4.79859939,756,0.93,0.9,2.64,0.124912,2455006.257757,Kepler
Kepler-660,Kepler-660 b,Transit,9.27358194,564,0.75,0.71,2.57,0.137517,2455006.258019,Kepler
Kepler-1151,Kepler-1151 b,Transit,65.6478424,763,0.88,0.85,2.22,0.18383,2455006.30517,Kepler
Kepler-517,Kepler-517 b,Transit,60.92832271,284,0.95,0.98,2.67,0.263592,2455006.370519,Kepler
Kepler-719,Kepler-719 b,Transit,5.00731778,1427,0.99,0.98,8.52,0.175929,2455006.433852,Kepler
Kepler-1397,Kepler-1397 b,Transit,47.449955,770,1.09,1.12,1.72,0.44779,2455006.454,Kepler
Kepler-582,Kepler-582 b,Transit,18.49235668,751,0.93,0.91,3.68,0.147071,2455006.49896,Kepler
Kepler-565,Kepler-565 b,Transit,4.24374723,1041,0.98,0.95,3.64,0.14033,2455006.563261,Kepler
Kepler-693,Kepler-693 b,Transit,15.37563332,1002,0.76,0.72,10.18,0.136137,2455006.613288,Kepler
Kepler-677,Kepler-677 b,Transit,6.57531678,1180,1,0.99,5.38,0.178487,2455006.634296,Kepler
Kepler-985,Kepler-985 b,Transit,116.331901,741,0.91,0.85,2.98,0.28604,2455006.6869,Kepler
Kepler-588,Kepler-588 b,Transit,4.22162536,972,1.01,1,2.63,0.120663,2455006.699875,Kepler
Kepler-738,Kepler-738 b,Transit,24.58721573,992,0.86,0.82,2.5,0.161121,2455006.70385,Kepler
Kepler-1606,Kepler-1606 b,Transit,196.435224,880,0.9,0.86,2.07,0.35842,2455006.7051,Kepler
Kepler-1126,Kepler-1126 b,Transit,108.593329,668,0.92,0.93,1.73,0.33283,2455006.75102,Kepler
Kepler-628,Kepler-628 b,Transit,15.4580567,579,1,1.28,8.4,0.3665029,2455006.782495,Kepler
Kepler-711,Kepler-711 b,Transit,23.58914398,664,0.84,0.8,3.41,0.1983,2455006.82112,Kepler
Kepler-782,Kepler-782 b,Transit,158.6853308,412,0.98,1.01,3.21,0.48654,2455006.94915,Kepler
Kepler-516,Kepler-516 b,Transit,24.85462415,777,1.62,2.02,5.74,0.373279,2455007.000979,Kepler
Kepler-692,Kepler-692 b,Transit,21.81293494,1000,0.9,0.86,3.11,0.182879,2455007.01129,Kepler
Kepler-1596,Kepler-1596 b,Transit,66.373379,1166,0.95,0.92,1.9,0.46587,2455007.0161,Kepler
Kepler-547,Kepler-547 b,Transit,6.01038429,361,0.78,0.73,4,0.092679,2455007.084771,Kepler
Kepler-640,Kepler-640 b,Transit,22.24813967,538,1.01,0.94,2.56,0.164854,2455007.13664,Kepler
Kepler-552,Kepler-552 b,Transit,5.26341577,834,1.03,1.04,3.95,0.090742,2455007.350788,Kepler
Kepler-541,Kepler-541 b,Transit,5.08005848,1020,1.41,2.06,3.36,0.219113,2455007.42776,Kepler
Kepler-524,Kepler-524 b,Transit,7.97419807,730,1.09,1.1,1.91,0.223354,2455007.52833,Kepler
Kepler-579,Kepler-579 b,Transit,9.66857723,663,0.99,0.96,2,0.098787,2455007.53475,Kepler
Kepler-563,Kepler-563 b,Transit,22.18432708,557,0.8,0.77,3.09,0.127346,2455007.597478,Kepler
Kepler-730,Kepler-730 b,Transit,6.49168281,2020.2,1.05,1.41,12.33,0.1804167,2455007.633553,Kepler
Kepler-53,Kepler-53 b,Transit,18.6489525,1235,0.98,0.89,2.89,0.1867,2455007.77608,Kepler
Kepler-1462,Kepler-1462 b,Transit,65.6488341,1368,1,1,3.82,0.30962,2455007.79419,Kepler
Kepler-522,Kepler-522 b,Transit,38.58422849,749,1.54,1.98,6.91,0.432012,2455007.833446,Kepler
Kepler-542,Kepler-542 b,Transit,13.14497566,439,0.93,0.9,1.57,0.14985,2455007.84561,Kepler
Kepler-735,Kepler-735 b,Transit,11.51516988,790,0.85,0.8,2.95,0.084121,2455007.858828,Kepler
Kepler-728,Kepler-728 b,Transit,5.74347727,1236,0.95,0.93,3.34,0.143863,2455007.89832,Kepler
Kepler-518,Kepler-518 b,Transit,8.51203588,324,0.96,0.88,2.11,0.091317,2455007.909799,Kepler
Kepler-690,Kepler-690 b,Transit,7.74809437,1653,1.11,1.16,5.95,0.148462,2455007.997431,Kepler
Kepler-626,Kepler-626 b,Transit,14.48585199,690,1.01,1.05,2.29,0.113096,2455008.00558,Kepler
Kepler-572,Kepler-572 b,Transit,17.20523483,532,0.83,0.79,2.58,0.150879,2455008.05811,Kepler
Kepler-1653,Kepler-1653 b,Transit,140.2524,755,0.72,0.69,2.17,0.275,2455008.134,Kepler
Kepler-924,Kepler-924 b,Transit,61.0370117,995,1.14,1.23,3.07,0.36879,2455008.18003,Kepler
Kepler-1521,Kepler-1521 b,Transit,47.14840805,227,0.81,0.76,2.5,0.127783,2455008.26845,Kepler
Kepler-649,Kepler-649 b,Transit,29.90722674,525,0.97,0.94,2.26,0.2005,2455008.29327,Kepler
Kepler-713,Kepler-713 b,Transit,7.411141,1003,0.98,0.99,2.48,0.10355,2455008.34658,Kepler
Kepler-1391,Kepler-1391 b,Transit,54.4092333,721,1.03,1.1,1.68,0.39629,2455008.40209,Kepler
Kepler-689,Kepler-689 b,Transit,22.36656079,1044,0.91,0.88,2.89,0.21462,2455008.45508,Kepler
Kepler-1454,Kepler-1454 b,Transit,47.0319479,795,0.9,0.86,1.88,0.24608,2455008.47451,Kepler
Kepler-418,Kepler-418 b,Transit,86.67856,1017,0.98,1.09,13.45,0.426,2455008.5975,Kepler
Kepler-602,Kepler-602 b,Transit,15.28469497,971,1.08,1.13,2.09,0.24587,2455008.62261,Kepler
Kepler-742,Kepler-742 b,Transit,8.36086824,499,0.76,0.71,3.24,0.112567,2455008.644892,Kepler
Kepler-615,Kepler-615 b,Transit,10.35584657,330,0.73,0.69,1.74,0.117171,2455008.68166,Kepler
Kepler-609,Kepler-609 b,Transit,6.52121067,1143,1.09,1.14,3.35,0.117046,2455008.71083,Kepler
Kepler-741,Kepler-741 b,Transit,7.03902374,1530,1.16,1.24,2.97,0.162075,2455008.73021,Kepler
Kepler-504,Kepler-504 b,Transit,9.54927542,75,0.33,0.33,1.59,0.073842,2455008.757209,Kepler
Kepler-653,Kepler-653 b,Transit,14.70748976,593,1.02,1.19,1.95,0.1316,2455008.79285,Kepler
Kepler-610,Kepler-610 b,Transit,6.99692655,1113,1.1,1.13,4.19,0.114071,2455008.914244,Kepler
Kepler-613,Kepler-613 b,Transit,15.77979614,864,0.98,0.96,2.29,0.168058,2455008.97014,Kepler
Kepler-461,Kepler-461 b,Transit,8.31378306,468,0.98,0.91,2.58,0.124696,2455008.991576,Kepler
Kepler-1101,Kepler-1101 b,Transit,81.3151059,897,0.94,0.91,2.47,0.24008,2455008.99732,Kepler
Kepler-1486,Kepler-1486 b,Transit,54.6495759,1465,1.08,1.12,2.32,0.35021,2455009.0299,Kepler
Kepler-681,Kepler-681 b,Transit,26.39435646,666,0.8,0.76,3.08,0.144937,2455009.05359,Kepler
Kepler-559,Kepler-559 b,Transit,17.58752333,793,0.96,0.95,3.61,0.182588,2455009.077356,Kepler
Kepler-625,Kepler-625 b,Transit,7.75192492,502,1.04,0.96,1.99,0.145204,2455009.1727,Kepler
Kepler-544,Kepler-544 b,Transit,21.41616926,797,1.16,1.22,2.12,0.29537,2455009.25123,Kepler
Kepler-520,Kepler-520 b,Transit,19.67416124,492,1.1,1.09,1.66,0.149938,2455009.26985,Kepler
Kepler-953,Kepler-953 b,Transit,88.40655258,240,0.95,0.99,4.21,0.512804,2455009.275572,Kepler
Kepler-691,Kepler-691 b,Transit,8.114379,239,0.53,0.5,2.09,0.09408,2455009.33925,Kepler
Kepler-665,Kepler-665 b,Transit,16.01310205,651,0.79,0.74,2.6,0.127725,2455009.35963,Kepler
Kepler-575,Kepler-575 b,Transit,9.37891944,852,0.97,0.95,2.39,0.137683,2455009.4519,Kepler
Kepler-1086,Kepler-1086 c,Transit,161.5163345,464,0.7,0.66,2.94,0.269,2455009.49766,Kepler
Kepler-702,Kepler-702 b,Transit,10.52629406,892,0.9,0.86,9.17,0.10505,2455009.522503,Kepler
Kepler-733,Kepler-733 b,Transit,20.83424726,980,0.9,0.86,2.82,0.169783,2455009.58569,Kepler
Kepler-714,Kepler-714 b,Transit,8.09888799,1460,1.09,1.12,9.67,0.1756163,2455009.623889,Kepler
Kepler-715,Kepler-715 b,Transit,10.00652995,1214,1.04,1.04,3.75,0.21742,2455009.9688,Kepler
Kepler-620,Kepler-620 b,Transit,12.91375431,1241,1.15,1.22,3.32,0.25175,2455010.28248,Kepler
Kepler-698,Kepler-698 b,Transit,16.32976218,1135,0.94,0.91,3.68,0.26554,2455010.29511,Kepler
Kepler-556,Kepler-556 b,Transit,11.72292176,729,1,0.98,2.24,0.17396,2455010.3185,Kepler
Kepler-435,Kepler-435 b,Transit,8.6001536,2070,1.54,3.21,22.31,0.3751,2455010.64241,Kepler
Kepler-1102,Kepler-1102 b,Transit,51.3285623,986,0.96,0.94,2.66,0.39329,2455010.67237,Kepler
Kepler-528,Kepler-528 b,Transit,19.78297415,711,1.01,1.06,2.08,0.227754,2455010.72336,Kepler
Kepler-63,Kepler-63 b,Transit,9.4341505,200,0.98,0.9,6.11,0.121,2455010.84307,Kepler
Kepler-849,Kepler-849 b,Transit,394.6244904,747,1.23,1.64,7.14,0.999654,2455010.84401,Kepler
Kepler-643,Kepler-643 b,Transit,16.33889626,1029,1,2.52,10.16,0.389896,2455010.916757,Kepler
Kepler-822,Kepler-822 b,Transit,3.22296927,956,1.06,1.08,1.77,0.119063,2455011.07208,Kepler
Kepler-926,Kepler-926 b,Transit,52.0688601,771,1.01,1.01,2.31,0.126817,2455011.15605,Kepler
Kepler-515,Kepler-515 b,Transit,19.96371318,255,0.9,0.83,1.46,0.103438,2455011.30562,Kepler
Kepler-623,Kepler-623 b,Transit,9.07097734,811,0.9,0.86,3.01,0.112854,2455011.34331,Kepler
Kepler-519,Kepler-519 b,Transit,24.3078946,234,0.89,0.8,2.1,0.108254,2455011.364426,Kepler
Kepler-722,Kepler-722 c,Transit,105.144749,1375,1.03,1.05,2.82,0.30162,2455011.3666,Kepler
Kepler-732,Kepler-732 b,Transit,9.46781405,150,0.49,0.46,2.18,0.101821,2455011.416463,Kepler
Kepler-566,Kepler-566 b,Transit,18.42794624,628,0.83,0.79,2.15,0.119592,2455011.44045,Kepler
Kepler-513,Kepler-513 b,Transit,28.86235584,467,1.02,1.06,2.2,0.216842,2455011.48474,Kepler
Kepler-597,Kepler-597 b,Transit,13.02365861,660,0.97,0.95,2.37,0.165475,2455011.52409,Kepler
Kepler-591,Kepler-591 b,Transit,81.1694299,793,0.97,0.94,3.39,0.32121,2455011.59321,Kepler
Kepler-785,Kepler-785 b,Transit,1.97376093,666,0.77,0.71,13.02,0.076215,2455011.689372,Kepler
Kepler-679,Kepler-679 b,Transit,12.39358604,968,0.87,0.84,3.01,0.155092,2455011.74572,Kepler
Kepler-651,Kepler-651 b,Transit,21.38521506,537,0.92,0.87,2.37,0.167963,2455011.78117,Kepler
Kepler-1128,Kepler-1128 b,Transit,61.6178167,1163,0.94,0.91,3.65,0.15633,2455012.07877,Kepler
Kepler-600,Kepler-600 b,Transit,23.67517607,624,0.84,0.81,2.9,0.19217,2455012.27604,Kepler
Kepler-1410,Kepler-1410 b,Transit,60.866168,367,0.63,0.6,1.78,0.1842,2455012.28498,Kepler
Kepler-551,Kepler-551 b,Transit,12.3764661,312,0.65,0.63,2.73,0.114725,2455012.404747,Kepler
Kepler-545,Kepler-545 b,Transit,13.24934059,831,1.04,1.07,2.69,0.185975,2455012.52075,Kepler
Kepler-555,Kepler-555 b,Transit,16.21775407,772,1.03,1.04,2.83,0.2054,2455013.04196,Kepler
Kepler-709,Kepler-709 b,Transit,16.08524954,668,0.8,0.77,2.92,0.148563,2455013.28078,Kepler
Kepler-594,Kepler-594 b,Transit,13.64618192,742,0.91,0.87,2.18,0.14058,2455013.34816,Kepler
Kepler-676,Kepler-676 b,Transit,11.59822172,243,0.51,0.49,3.04,0.1094,2455013.395487,Kepler
Kepler-654,Kepler-654 b,Transit,13.72465129,661,1.04,1.11,2.07,0.288733,2455013.64638,Kepler
Kepler-637,Kepler-637 b,Transit,23.20584623,1575,1.64,2.56,4.75,0.179158,2455013.76141,Kepler
Kepler-62,Kepler-62 d,Transit,18.16406,368,0.69,0.64,1.95,0.1238,2455013.8117,Kepler
Kepler-622,Kepler-622 b,Transit,14.28226676,259,0.64,0.61,2.13,0.114158,2455013.84726,Kepler
Kepler-682,Kepler-682 b,Transit,12.61190667,951,0.92,0.89,7.37,0.21515,2455013.892444,Kepler
Kepler-1280,Kepler-1280 b,Transit,66.5579057,1006,1.2,1.32,1.87,0.43329,2455014.32368,Kepler
Kepler-687,Kepler-687 b,Transit,20.50586978,628,0.77,0.73,3.52,0.169175,2455014.43474,Kepler
Kepler-976,Kepler-976 b,Transit,105.9564148,1020,0.87,0.83,3.96,0.29108,2455015.05368,Kepler
Kepler-9,Kepler-9 d,Transit,1.592851,650,1.07,1.02,1.64,0.0821,2455015.0943,Kepler
Kepler-631,Kepler-631 b,Transit,17.97979059,843,1.24,1.33,2.9,0.233421,2455015.24346,Kepler
Kepler-1495,Kepler-1495 b,Transit,85.273256,1307,1.03,1.04,2.94,0.39425,2455015.3682,Kepler
Kepler-646,Kepler-646 b,Transit,15.87364565,513,0.93,0.91,1.99,0.150517,2455015.40134,Kepler
Kepler-562,Kepler-562 b,Transit,18.00931444,822,0.93,0.9,5.21,0.207138,2455015.441383,Kepler
Kepler-1524,Kepler-1524 b,Transit,70.9674603,506,1.17,1.25,3.54,0.287467,2455015.66735,Kepler
Kepler-965,Kepler-965 b,Transit,134.2527298,618,1.05,1.15,3.38,0.37938,2455015.7041,Kepler
Kepler-636,Kepler-636 b,Transit,16.08066115,341,0.85,0.8,4.45,0.119612,2455015.760005,Kepler
Kepler-543,Kepler-543 b,Transit,13.89961966,212,0.7,0.67,2.5,0.148471,2455015.865271,Kepler
Kepler-635,Kepler-635 b,Transit,23.44971004,826,1.33,1.51,2.64,0.360521,2455015.92292,Kepler
Kepler-606,Kepler-606 b,Transit,24.31575992,1208,1.13,1.22,3.31,0.172429,2455016.40799,Kepler
Kepler-648,Kepler-648 b,Transit,17.4211749,665,1.05,0.98,3.22,0.209679,2455017.246184,Kepler
Kepler-466,Kepler-466 b,Transit,51.07926307,436,1.04,1.05,2.85,0.265537,2455018.180649,Kepler
Kepler-560,Kepler-560 b,Transit,18.47764449,88,0.34,0.33,1.72,0.078238,2455018.26856,Kepler
Kepler-835,Kepler-835 b,Transit,11.41909375,2011,1.08,1.11,2.79,0.18258,2455019.30972,Kepler
Kepler-659,Kepler-659 b,Transit,17.671796,688,0.79,0.74,2.5,0.135642,2455019.3686,Kepler
Kepler-1562,Kepler-1562 b,Transit,64.2737752,1315,1.02,1.05,3.55,0.4065,2455019.71003,Kepler
Kepler-699,Kepler-699 b,Transit,27.80756293,888,0.81,0.78,14.11,0.175242,2455019.713532,Kepler
Kepler-1058,Kepler-1058 b,Transit,110.96546,525,0.73,0.69,2.72,0.53504,2455020.04262,Kepler
Kepler-1020,Kepler-1020 b,Transit,96.9151496,446,0.87,0.8,2.28,0.24985,2455020.08904,Kepler
Kepler-533,Kepler-533 b,Transit,28.51120525,305,0.78,0.72,3.38,0.190767,2455020.363548,Kepler
Kepler-809,Kepler-809 b,Transit,55.63934,933,0.99,0.98,3.01,0.29662,2455020.5506,Kepler
Kepler-1040,Kepler-1040 b,Transit,201.1214,473,0.98,0.96,2.08,0.44062,2455020.56107,Kepler
Kepler-657,Kepler-657 b,Transit,24.54350418,1244,1.01,1.01,3.52,0.304567,2455020.91953,Kepler
Kepler-595,Kepler-595 b,Transit,25.30292332,639,0.87,0.83,3.81,0.18835,2455021.060242,Kepler
Kepler-1024,Kepler-1024 b,Transit,66.4162133,1017,0.81,0.78,3.91,0.29021,2455021.13427,Kepler
Kepler-888,Kepler-888 b,Transit,70.6979061,413,0.97,0.9,1.76,0.276,2455021.57029,Kepler
Kepler-577,Kepler-577 b,Transit,25.69578251,549,0.78,0.73,2.55,0.163704,2455021.78959,Kepler
Kepler-510,Kepler-510 b,Transit,19.55659418,378,0.91,1.41,2.47,0.336896,2455022.04399,Kepler
Kepler-1229,Kepler-1229 b,Transit,86.828989,236,0.54,0.51,1.4,0.25004,2455022.26884,Kepler
