pl_hostname,pl_name,pl_discmethod,pl_orbper,st_dist,st_mass,st_rad,pl_rade,pl_trandur,pl_tranmid,pl_facility
Kepler-1583,Kepler-1583 b,Transit,9.32807355,357,0.94,0.91,0.6,0.164,2454965.8532,Kepler
Kepler-1310,Kepler-1310 b,Transit,0.67933627,583,0.91,0.88,1.44,0.049096,2454965.857331,Kepler
Kepler-1361,Kepler-1361 b,Transit,3.57554956,404,0.83,0.79,0.86,0.10263,2454965.85828,Kepler
Kepler-1390,Kepler-1390 b,Transit,6.48021673,760,0.98,0.98,1.18,0.13379,2454965.85971,Kepler
Kepler-1612,Kepler-1612 b,Transit,3.91795101,837,0.96,0.94,1.03,0.10775,2454965.86406,Kepler
Kepler-470,Kepler-470 b,Transit,24.66919569,989,1.4,1.66,14.44,0.288271,2454965.864127,Kepler
Kepler-1542,Kepler-1542 c,Transit,2.89223021,336,0.94,0.99,0.65,0.10863,2454965.86465,Kepler
Kepler-1141,Kepler-1141 b,Transit,2.34451194,365,1.01,1.07,0.82,0.05825,2454965.87337,Kepler
Kepler-1096,Kepler-1096 b,Transit,2.89221751,344,0.66,0.63,1.24,0.056904,2454965.87706,Kepler
Kepler-1156,Kepler-1156 b,Transit,11.89520511,759,1,1,1.32,0.146,2454965.88994,Kepler
Kepler-1149,Kepler-1149 b,Transit,3.73089898,1023,1.02,1.01,1.44,0.11696,2454965.89466,Kepler
Kepler-1028,Kepler-1028 b,Transit,2.51462432,633,0.9,0.87,1.33,0.067054,2454965.91016,Kepler
Kepler-1042,Kepler-1042 b,Transit,10.13202575,659,0.75,0.72,2.19,0.130733,2454965.9102,Kepler
Kepler-1474,Kepler-1474 b,Transit,36.4333452,1214,1.04,1.04,2.16,0.17554,2454965.91104,Kepler
Kepler-446,Kepler-446 b,Transit,1.565409,120,0.22,0.24,1.5,0.0269,2454965.9135,Kepler
Kepler-1563,Kepler-1563 b,Transit,3.43276598,547,1,0.99,0.75,0.17317,2454965.91355,Kepler
Kepler-1183,Kepler-1183 b,Transit,28.5057189,1378,1,0.99,2.82,0.2605,2454965.92018,Kepler
Kepler-1347,Kepler-1347 b,Transit,14.00947528,321,0.82,0.79,1.03,0.14188,2454965.97208,Kepler
Kepler-1445,Kepler-1445 b,Transit,10.60052251,482,1.13,1.26,0.96,0.18683,2454965.98457,Kepler
Kepler-746,Kepler-746 b,Transit,3.48159251,450,0.91,0.93,1.11,0.076621,2454965.98997,Kepler
Kepler-1311,Kepler-1311 c,Transit,2.53573424,705,1.05,1.4,1.22,0.16421,2454966.0141,Kepler
Kepler-1245,Kepler-1245 c,Transit,2.93658468,861,0.86,0.83,1.44,0.077163,2454966.03751,Kepler
Kepler-1073,Kepler-1073 b,Transit,8.67888593,837,1,1,2.3,0.145075,2454966.03761,Kepler
Kepler-1072,Kepler-1072 b,Transit,1.5690665,976,1.2,1.32,1.58,0.115979,2454966.04048,Kepler
Kepler-1263,Kepler-1263 b,Transit,4.55139967,695,0.84,0.8,1.14,0.10379,2454966.06025,Kepler
Kepler-953,Kepler-953 c,Transit,9.10967112,240,0.95,0.99,1.19,0.220921,2454966.06724,Kepler
Kepler-775,Kepler-775 b,Transit,0.97486893,400,0.92,0.84,1.19,0.066562,2454966.076177,Kepler
Kepler-1297,Kepler-1297 b,Transit,1.68189002,996,0.99,0.99,0.97,0.125,2454966.08175,Kepler
Kepler-1350,Kepler-1350 c,Transit,1.76678906,350,0.55,0.53,1.73,0.055812,2454966.08323,Kepler
Kepler-472,Kepler-472 b,Transit,4.17625551,302,0.85,0.78,3.22,0.154217,2454966.090341,Kepler
Kepler-1435,Kepler-1435 b,Transit,4.45343281,681,1.21,1.32,0.86,0.15817,2454966.09366,Kepler
Kepler-1412,Kepler-1412 b,Transit,3.6146051,639,1.06,1.27,0.83,0.13283,2454966.09455,Kepler
Kepler-1220,Kepler-1220 b,Transit,7.42693741,958,1,0.99,1.52,0.11867,2454966.09871,Kepler
Kepler-1363,Kepler-1363 b,Transit,2.94194094,559,0.76,0.72,1.25,0.084721,2454966.10708,Kepler
Kepler-844,Kepler-844 b,Transit,2.61302086,394,0.59,0.57,1.68,0.0804,2454966.11227,Kepler
Kepler-653,Kepler-653 c,Transit,0.90037648,593,1.02,1.19,0.78,0.05804,2454966.11875,Kepler
Kepler-445,Kepler-445 b,Transit,2.984151,90,0.18,0.21,1.58,0.0429,2454966.1194,Kepler
Kepler-1120,Kepler-1120 b,Transit,2.94902905,635,0.78,0.74,1.38,0.084971,2454966.13641,Kepler
Kepler-1095,Kepler-1095 b,Transit,4.27103091,758,0.94,0.92,1.21,0.094733,2454966.1404,Kepler
Kepler-105,Kepler-105 b,Transit,5.4122,524,0.96,0.89,4.81,0.1375,2454966.1424,Kepler
Kepler-1032,Kepler-1032 b,Transit,3.29011795,607,0.77,0.71,1.87,0.064454,2454966.15666,Kepler
Kepler-1153,Kepler-1153 b,Transit,1.75583533,1185,0.91,0.88,1.73,0.075567,2454966.15727,Kepler
Kepler-1106,Kepler-1106 b,Transit,1.25275217,1168,1.11,1.17,1.65,0.086479,2454966.17052,Kepler
Kepler-471,Kepler-471 b,Transit,5.01423457,1373,1.49,1.8,14.96,0.1921471,2454966.174258,Kepler
Kepler-1581,Kepler-1581 b,Transit,6.28385491,443,1.12,1.23,0.8,0.17183,2454966.19997,Kepler
Kepler-847,Kepler-847 b,Transit,2.3432319,529,0.83,0.77,1.18,0.084962,2454966.20662,Kepler
Kepler-1199,Kepler-1199 b,Transit,15.0447198,540,0.94,1.17,1.15,0.24246,2454966.20727,Kepler
Kepler-756,Kepler-756 b,Transit,1.22486632,852,0.82,0.79,1.12,0.070946,2454966.20815,Kepler
Kepler-475,Kepler-475 b,Transit,3.10550819,280,0.86,0.79,2.49,0.07171,2454966.210436,Kepler
Kepler-905,Kepler-905 b,Transit,5.08274652,521,0.95,0.86,1.41,0.072308,2454966.21095,Kepler
Kepler-1328,Kepler-1328 b,Transit,4.52158888,630,1,0.99,0.98,0.145404,2454966.21655,Kepler
Kepler-1530,Kepler-1530 c,Transit,5.3227406,552,0.92,0.88,1.65,0.10713,2454966.2203,Kepler
Kepler-872,Kepler-872 b,Transit,2.57885507,1114,1.05,1.08,1.99,0.097067,2454966.22337,Kepler
Kepler-1398,Kepler-1398 c,Transit,4.13827595,793,1.13,1.18,1.03,0.14371,2454966.22851,Kepler
Kepler-994,Kepler-994 b,Transit,1.15116651,170,0.56,0.54,1.6,0.049504,2454966.231885,Kepler
Kepler-1649,Kepler-1649 b,Transit,8.68909,92.43,0.22,0.25,1.08,0.0431542,2454966.2348,Kepler
Kepler-1136,Kepler-1136 b,Transit,2.36172433,545,0.72,0.68,1.64,0.050975,2454966.2393,Kepler
Kepler-1371,Kepler-1371 c,Transit,2.00541269,450,0.87,0.83,0.64,0.07492,2454966.2455,Kepler
Kepler-1205,Kepler-1205 b,Transit,1.07839035,766,0.84,0.81,1.41,0.051237,2454966.24975,Kepler
Kepler-1030,Kepler-1030 b,Transit,19.32952416,795,0.8,0.76,2.48,0.157087,2454966.26821,Kepler
Kepler-1491,Kepler-1491 b,Transit,16.5861762,1312,1,0.99,1.51,0.28746,2454966.2787,Kepler
Kepler-1056,Kepler-1056 b,Transit,27.495606,971,1.12,1.2,3.01,0.20933,2454966.28365,Kepler
Kepler-753,Kepler-753 b,Transit,5.74772501,278,0.68,0.65,1.91,0.075925,2454966.29818,Kepler
Kepler-1308,Kepler-1308 b,Transit,2.10433812,73,0.35,0.34,0.52,0.04595,2454966.31479,Kepler
Kepler-446,Kepler-446 d,Transit,5.148921,120,0.22,0.24,1.35,0.0368,2454966.3196,Kepler
Kepler-1258,Kepler-1258 b,Transit,0.98494017,651,0.99,0.99,0.86,0.081429,2454966.31962,Kepler
Kepler-755,Kepler-755 b,Transit,1.26909037,368,0.82,0.77,1.76,0.065567,2454966.344006,Kepler
Kepler-423,Kepler-423 b,Transit,2.6843285,725,0.85,0.95,13.361,0.1134,2454966.35481,Kepler
Kepler-1387,Kepler-1387 b,Transit,2.27952666,491,0.82,0.77,0.93,0.06633,2454966.35773,Kepler
Kepler-1569,Kepler-1569 b,Transit,5.79180156,1050,1.25,1.4,1.68,0.13637,2454966.3578,Kepler
Kepler-826,Kepler-826 b,Transit,4.48758907,649,1.05,1.15,1.25,0.11795,2454966.36175,Kepler
Kepler-1321,Kepler-1321 c,Transit,2.22649109,547,0.54,0.53,2.4,0.071771,2454966.37482,Kepler
Kepler-996,Kepler-996 b,Transit,3.77059058,1098,1.09,1.14,1.98,0.084392,2454966.39097,Kepler
Kepler-917,Kepler-917 b,Transit,2.97041437,1027,0.8,0.76,1.91,0.092338,2454966.3922,Kepler
Kepler-776,Kepler-776 b,Transit,4.89718784,727,0.83,0.78,1.28,0.07496,2454966.40218,Kepler
Kepler-1284,Kepler-1284 b,Transit,0.66407381,852,0.84,0.79,1.21,0.045913,2454966.40327,Kepler
Kepler-1426,Kepler-1426 b,Transit,14.2563227,1211,1.02,1.02,1.56,0.18288,2454966.405,Kepler
Kepler-1541,Kepler-1541 b,Transit,8.40691199,414,0.86,0.81,1.16,0.078271,2454966.42687,Kepler
Kepler-778,Kepler-778 b,Transit,3.75574426,899,0.81,0.77,1.68,0.095712,2454966.43288,Kepler
Kepler-757,Kepler-757 b,Transit,1.02267882,1016,1.08,1.13,1.36,0.055812,2454966.45544,Kepler
Kepler-793,Kepler-793 b,Transit,4.24153639,794,0.98,0.97,1.37,0.12979,2454966.4581,Kepler
Kepler-842,Kepler-842 b,Transit,1.21956827,552,0.78,0.73,1.6,0.0653,2454966.460111,Kepler
Kepler-881,Kepler-881 b,Transit,4.44448017,1364,1.06,1.09,1.78,0.1396,2454966.46263,Kepler
Kepler-904,Kepler-904 b,Transit,3.02166863,1151,1.16,1.25,1.77,0.11492,2454966.47672,Kepler
Kepler-1021,Kepler-1021 b,Transit,13.47469571,837,0.89,0.86,2.33,0.109058,2454966.49237,Kepler
Kepler-837,Kepler-837 b,Transit,16.56059504,846,0.85,0.81,2.56,0.094212,2454966.49746,Kepler
Kepler-65,Kepler-65 b,Transit,2.15491,291,1.25,1.41,1.42,0.1282,2454966.499,Kepler
Kepler-1517,Kepler-1517 b,Transit,5.54608367,869,1.58,1.95,9.76,0.099704,2454966.50335,Kepler
Kepler-18,Kepler-18 b,Transit,3.504725,507,0.97,1.11,2,0.0865,2454966.5068,Kepler
